DATE,LIBOR
2019-05-13,2.58763
2019-05-14,2.55088
2019-05-15,2.55088
2019-05-16,2.55150
2019-05-17,2.55375
2019-05-20,2.55975
2019-05-21,2.56325
2019-05-22,2.57063
2019-05-23,2.56013
2019-05-24,2.54863
2019-05-27,2.54863
2019-05-28,2.54125
2019-05-29,2.52438
2019-05-30,2.54375
2019-05-31,2.51663
2019-06-03,2.45550
2019-06-04,2.42425
2019-06-05,2.40838
2019-06-06,2.37788
2019-06-07,2.37175
2019-06-10,2.34875
2019-06-11,2.35200
2019-06-12,2.34163
2019-06-13,2.31838
2019-06-14,2.27738
2019-06-17,2.30875
2019-06-18,2.29800
2019-06-19,2.30000
2019-06-20,2.21675
2019-06-21,2.22013
2019-06-24,2.20988
2019-06-25,2.18275
2019-06-26,2.19975
2019-06-27,2.21338
2019-06-28,2.20050
2019-07-01,2.21850
2019-07-02,2.22638
2019-07-03,2.20888
2019-07-04,2.20063
2019-07-05,2.20975
2019-07-08,2.25650
2019-07-09,2.25675
2019-07-10,2.26238
2019-07-11,2.21263
2019-07-12,2.22925
2019-07-15,2.21713
2019-07-16,2.20700
2019-07-17,2.19875
2019-07-18,2.17425
2019-07-19,2.14425
2019-07-22,2.18075
2019-07-23,2.18488
2019-07-24,2.18313
2019-07-25,2.17750
2019-07-26,2.20488
2019-07-29,2.19625
2019-07-30,2.19163
2019-07-31,2.20688
2019-08-01,2.22688
2019-08-02,2.13300
2019-08-05,2.08588
2019-08-06,2.05113
2019-08-07,2.04763
2019-08-08,2.05025
2019-08-09,2.05200
2019-08-12,2.05763
2019-08-13,2.03400
2019-08-14,2.07988
2019-08-15,2.01400
2019-08-16,2.01675
2019-08-19,2.02913
2019-08-20,2.02363
2019-08-21,2.02538
2019-08-22,2.04250
2019-08-23,2.08013
2019-08-26,2.08013
2019-08-27,2.03750
2019-08-28,2.03513
2019-08-29,2.03138
2019-08-30,2.03650
2019-09-02,2.02400
2019-09-03,2.01238
2019-09-04,1.98725
2019-09-05,1.98850
2019-09-06,2.03413
2019-09-09,2.03563
2019-09-10,2.03513
2019-09-11,2.05288
2019-09-12,2.04725
2019-09-13,2.07025
2019-09-16,2.07800
2019-09-17,2.08525
2019-09-18,2.08150
2019-09-19,2.08400
2019-09-20,2.07038
2019-09-23,2.05850
2019-09-24,2.06300
2019-09-25,2.04413
2019-09-26,2.06438
2019-09-27,2.06300
2019-09-30,2.05563
2019-10-01,2.05650
2019-10-02,2.01700
2019-10-03,1.98500
2019-10-04,1.95063
2019-10-07,1.96038
2019-10-08,1.96338
2019-10-09,1.94275
2019-10-10,1.93550
2019-10-11,1.97563
2019-10-14,1.97800
2019-10-15,1.97725
2019-10-16,1.98588
2019-10-17,1.97450
2019-10-18,1.95175
2019-10-21,1.93425
2019-10-22,1.93250
2019-10-23,1.91400
2019-10-24,1.93200
2019-10-25,1.93325
2019-10-28,1.93988
2019-10-29,1.92988
2019-10-30,1.91950
2019-10-31,1.91625
2019-11-01,1.90238
2019-11-04,1.92463
2019-11-05,1.92625
2019-11-06,1.92388
2019-11-07,1.92263
2019-11-08,1.92300
2019-11-11,1.92300
2019-11-12,1.92613
2019-11-13,1.92225
2019-11-14,1.92163
2019-11-15,1.91850
2019-11-18,1.91888
2019-11-19,1.90700
2019-11-20,1.89113
2019-11-21,1.89350
2019-11-22,1.90725
