W Wheat Futures
MAR18     422'2     425'6     421'2     424'6     425'2    +3'6       51901      421'4       53024      294922
MAY18     435'0     438'4     434'4     437'6     438'2    +3'6       15074      434'4       14843      103058
JLY18     447'4     451'4     447'4     451'0     451'2    +3'4       10970      447'6       10902       77170
SEP18     461'6     466'0     461'6     465'4A    466'0    +4'0        1988      462'0        1788       29367
DEC18     480'0     485'0     480'0     484'2     484'6    +4'4        3369      480'2        3077       47549
MAR19     494'2     498'2     494'2     498'0A    498'2    +5'0         240      493'2         229        4460
MAY19      ----     504'0B     ----     504'0B    506'6    +5'2           5      501'4          31         159
JLY19     506'2     508'4B    505'2A    508'4B    509'0    +5'6          35      503'2          35         808
SEP19      ----      ----      ----      ----     517'6    +5'2           9      512'4                      51
DEC19      ----      ----      ----      ----     534'2    +5'2          11      529'0           2          40
MAR20      ----      ----      ----      ----     540'6    +8'4           8      532'2                      12
MAY20      ----      ----      ----      ----     540'6    +8'6                  532'0
4200       ----      69'7B     ----      ----      70'5    +3'4                   67'1
4300       ----      62'3B     ----      ----      63'2    +3'3                   59'7
4400       ----      55'4B     ----      ----      56'3    +3'0                   53'3
4500       ----      49'3B     ----      ----      50'1    +2'6                   47'3                      30
4600       ----      43'7B     ----      ----      44'4    +2'4                   42'0                       1
4700       ----      39'0B     ----      ----      39'4    +2'2                   37'2                     105
4800       ----      34'5B     ----      ----      35'1    +2'1                   33'0                     169
4900       ----      30'5B     ----      ----      31'1    +1'7                   29'2                      51
5000       ----      27'1B     ----      ----      27'6    +1'6                   26'0                    1591
5100       ----      24'1B     ----      ----      24'5    +1'4                   23'1                       1
5200       ----      21'3B     ----      ----      21'6    +1'1                   20'5                     808
5300       ----      19'0B     ----      ----      19'2     +'7                   18'3                     535
5400       ----      16'7B     ----      ----      17'0     +'5                   16'3                     263
5500       15'1      15'1      14'6A     15'0      15'1     +'4        1614       14'5                     641
5600       ----      13'3B     ----      ----      13'3     +'3                   13'0
5700       ----      12'0B     ----      ----      12'0     +'3                   11'5
5800       ----      10'6B     ----      ----      10'6     +'3                   10'3                      17
5900       ----       9'5B     ----      ----       9'5     +'2                    9'3                      11
6000       ----       8'5B     ----      ----       8'5     +'2                    8'3          10          13
6100       ----       7'5B     ----      ----       7'6     +'2                    7'4                       6
6200       ----       6'7B     ----      ----       7'0     +'2                    6'6                       2
6300       ----       6'2B     ----      ----       6'3     +'2                    6'1                       1
6400       ----       5'5B     ----      ----       5'6     +'2                    5'4
6500        5'0       5'1B      4'7      ----       5'1     +'1           6        5'0                       8
6600       ----       4'5B     ----      ----       4'5     +'1                    4'4
6700       ----      ----      ----      ----       4'2     +'1                    4'1
6800       ----      ----      ----      ----       3'6    UNCH                    3'6
6900       ----       3'4B     ----      ----       3'4     +'1                    3'3                       1
7000        3'2       3'2       3'2      ----       3'1    UNCH           1        3'1                      25
7100        3'0       3'0       3'0      ----       2'7    UNCH           1        2'7
7200       ----      ----      ----      ----       2'5    UNCH                    2'5                      50
7300        2'4       2'4       2'4      ----       2'4     +'1           1        2'3                      74
7400       ----       2'2B     ----      ----       2'2     +'1                    2'1
7500        2'1       2'1       2'1      ----       2'1     +'1           1        2'0
7600        2'0       2'0       2'0      ----       2'0     +'1           1        1'7
7700        1'6       1'6       1'6      ----       1'7     +'1           1        1'6                       1
7800        1'5       1'5       1'5      ----       1'6     +'1           1        1'5                       1
7900        1'4       1'4       1'4      ----       1'5     +'1           1        1'4
8000       ----      ----      ----      ----       1'4     +'1                    1'3           1           1
8100       ----      ----      ----      ----       1'3     +'1                    1'2           1          31
WZ MAR19 Wheat Options CALL
2400       ----      ----      ----      ----     258'2    +5'0                  253'2
2500       ----      ----      ----      ----     248'2    +5'0                  243'2
2600       ----      ----      ----      ----     238'2    +5'0                  233'2
2700       ----      ----      ----      ----     228'2    +5'0                  223'2
2800       ----      ----      ----      ----     218'2    +5'0                  213'2
2900       ----      ----      ----      ----     208'2    +5'0                  203'2
3000       ----      ----      ----      ----     198'2    +5'0                  193'2
3100       ----      ----      ----      ----     188'2    +5'0                  183'2
3200       ----      ----      ----      ----     178'2    +5'0                  173'2
3300       ----      ----      ----      ----     168'2    +5'0                  163'2
3400       ----      ----      ----      ----     158'2    +5'0                  153'2
3500       ----      ----      ----      ----     148'2    +5'0                  143'2
3600       ----      ----      ----      ----     138'3    +4'7                  133'4
3700       ----      ----      ----      ----     128'5    +4'6                  123'7
3800       ----      ----      ----      ----     119'1    +4'5                  114'4
3900       ----      ----      ----      ----     109'7    +4'5                  105'2
4000       ----      ----      ----      ----     100'7    +4'3                   96'4
4100       ----      ----      ----      ----      92'1    +4'1                   88'0
4200       ----      ----      ----      ----      83'6    +3'7                   79'7
4300       ----      ----      ----      ----      75'6    +3'3                   72'3
4400       ----      ----      ----      ----      68'2    +3'0                   65'2
4500       ----      ----      ----      ----      61'3    +2'5                   58'6
4600       ----      ----      ----      ----      55'0    +2'2                   52'6
4700       ----      ----      ----      ----      49'3    +2'2                   47'1
4800       ----      ----      ----      ----      44'2    +2'2                   42'0
4900       ----      ----      ----      ----      39'5    +2'2                   37'3
5000       ----      ----      ----      ----      35'4    +2'5                   32'7
5100       ----      ----      ----      ----      31'6    +2'7                   28'7
5200       ----      ----      ----      ----      28'3    +3'0                   25'3
5300       ----      ----      ----      ----      25'3    +3'1                   22'2
5400       ----      ----      ----      ----      22'5    +3'1                   19'4
5500       ----      ----      ----      ----      20'3    +3'0                   17'3
5600       ----      ----      ----      ----      18'3    +2'5                   15'6                       5
5700       ----      ----      ----      ----      16'6    +2'2                   14'4
5800       ----      ----      ----      ----      15'3    +1'7                   13'4
5900       ----      ----      ----      ----      14'1    +1'4                   12'5
6000       ----      ----      ----      ----      13'0    +1'1                   11'7
6100       ----      ----      ----      ----      12'0    +1'0                   11'0
6200       ----      ----      ----      ----      11'0     +'6                   10'2
6300       ----      ----      ----      ----      10'1     +'6                    9'3
6400       ----      ----      ----      ----       9'3     +'6                    8'5
6500       ----      ----      ----      ----       8'5     +'5                    8'0
6600       ----      ----      ----      ----       8'0     +'5                    7'3
6700       ----      ----      ----      ----       7'3     +'5                    6'6
6800       ----      ----      ----      ----       6'7     +'5                    6'2
6900       ----      ----      ----      ----       6'3     +'5                    5'6
7000       ----      ----      ----      ----       5'7     +'4                    5'3
7100       ----      ----      ----      ----       5'3     +'3                    5'0
7200       ----      ----      ----      ----       5'0     +'3                    4'5
7300       ----      ----      ----      ----       4'5     +'2                    4'3
7400       ----      ----      ----      ----       4'3     +'2                    4'1
7500       ----      ----      ----      ----       4'0     +'1                    3'7
7600       ----      ----      ----      ----       3'6     +'1                    3'5

WZ FEB18 Wheat Options PUT
3100       ----      ----      ----      ----        '1    UNCH                     '1
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3250       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1
3450       ----      ----      ----      ----        '1    UNCH                     '1
3500       ----      ----      ----      ----        '1    UNCH                     '1
3550       ----      ----      ----      ----        '1    UNCH                     '1                     650
3600       ----      ----      ----      ----        '1    UNCH                     '1                      96
3650       ----      ----      ----      ----        '1    UNCH                     '1                     511
3700       ----      ----      ----      ----        '1    UNCH                     '1                     175
3750       ----      ----      ----      ----        '1    UNCH                     '1                     142
3800       ----      ----      ----      ----        '1    UNCH                     '1                     477
3850       ----      ----      ----      ----        '1    UNCH                     '1                     508
3900       ----      ----      ----      ----        '1    UNCH                     '1                    1241
3950       ----      ----      ----      ----        '1    UNCH                     '1                     960
4000         '1        '1        '1      ----        '1    UNCH          23         '1          16        4832
4050         '1        '1        '1      ----        '1     -'1           3         '2          47        1742
4100         '3        '4        '2      ----        '2     -'4         191         '6         217        3137
4150        1'5       1'5        '6      ----        '7    -1'0         430        1'7         270        2652
4200        3'0       3'2       2'1      ----       2'0    -1'6         871        3'6         376        5127
4250        4'6       6'0B      4'2      ----       4'1    -2'3         241        6'4          19        2301
4300        9'0       9'5B      7'2      ----       7'2    -2'7          61       10'1          10        2140
4350       11'6      13'6B     11'1A     ----      11'0    -3'4          23       14'4          62        1404
4400       16'1      18'2B     15'3A     ----      15'3    -3'5          16       19'0          52         222
4450       20'6      20'6      20'0A     ----      20'1    -3'6          16       23'7                     191
4500       ----      ----      24'6A     ----      24'7    -3'7                   28'6                     100
4550       ----      ----      29'5A     ----      29'7    -3'6                   33'5                      26
4600       ----      ----      34'5A     ----      34'6    -3'7                   38'5           3          20
4650       40'4      40'4      39'4A     ----      39'6    -3'6          17       43'4
4700       ----      ----      45'2A     ----      44'6    -3'6                   48'4                       4
4750       ----      ----      50'2A     ----      49'6    -3'6                   53'4                      40
4800       ----      ----      55'2A     ----      54'6    -3'6                   58'4                       1
4850       ----      ----      60'2A     ----      59'6    -3'6                   63'4
4900       ----      ----      65'2A     ----      64'6    -3'6                   68'4
4950       ----      ----      70'2A     ----      69'6    -3'6                   73'4                       3
5000       ----      ----      76'2A     ----      74'6    -3'6                   78'4                       3
5050       ----      ----      ----      ----      79'6    -3'6                   83'4
5100       ----      ----      86'0A     ----      84'6    -3'6                   88'4
5150       ----      ----      ----      ----      89'6    -3'6                   93'4                       2
5200       ----      ----      ----      ----      94'6    -3'6                   98'4
5250       ----      ----      ----      ----      99'6    -3'6                  103'4                       6
5300       ----      ----      ----      ----     104'6    -3'6                  108'4                       1
5350       ----      ----      ----      ----     109'6    -3'6                  113'4
5400       ----      ----      ----      ----     114'6    -3'6                  118'4
5450       ----      ----      ----      ----     119'6    -3'6                  123'4
5500       ----      ----      ----      ----     124'6    -3'6                  128'4
5550       ----      ----      ----      ----     129'6    -3'6                  133'4
5600       ----      ----      ----      ----     134'6    -3'6                  138'4
WZ MAR18 Wheat Options PUT
1000       ----      ----      ----      ----        '1    UNCH                     '1
2100       ----      ----      ----      ----        '1    UNCH                     '1
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1                      54
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3150       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1                       1
3250       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1                     209
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1                      60
3450       ----      ----      ----      ----        '1    UNCH                     '1                       4
3500       ----      ----      ----      ----        '1    UNCH                     '1                       9
3550       ----      ----      ----      ----        '1    UNCH                     '1                      12
3600       ----      ----      ----      ----        '1    UNCH                     '1                     245
3650       ----      ----      ----      ----        '1    UNCH                     '1                      68
3700       ----      ----      ----      ----        '1    UNCH                     '1           1         777
3750       ----      ----      ----      ----        '1    UNCH          19         '1                     131
3800         '1        '1        '1      ----        '1     -'1         102         '2           1        1890
3850       ----      ----        '2A     ----        '2     -'1          80         '3          10         441
3900         '3        '4        '3      ----        '3     -'1         157         '4           4        4638
3950         '5        '6        '4      ----        '4     -'2         272         '6          63         660
4000        1'0       1'1        '7       1'0        '6     -'4         674        1'2         149        8978
4050        1'6       2'0       1'3      ----       1'3     -'6         584        2'1         227        1315
4100        2'6       3'2       2'3      ----       2'2    -1'1         978        3'3         731        9527
4150        4'3       5'0       3'6      ----       3'6    -1'4         227        5'2         231        2252
4200        6'6       7'2B      5'6      ----       5'6    -1'7         724        7'5         886       11139
4250        9'2      10'1       8'2      ----       8'2    -2'2         532       10'4          17         924
4300       12'2      13'4B     11'3      ----      11'2    -2'5         328       13'7        1145        5238
4350       15'1      17'1B     14'6A     ----      14'5    -3'0          43       17'5           6         823
4400       ----      ----      18'4A     ----      18'3    -3'2         106       21'5         125        4070
4450       23'1      25'2B     22'5A     ----      22'4    -3'3           1       25'7           1         167
4500       28'7      29'5B     26'7A     ----      26'6    -3'4           7       30'2                    3167
4550       ----      ----      31'3A     ----      31'2    -3'5                   34'7                      17
4600       ----      ----      35'7A     ----      35'7    -3'6                   39'5                    1991
4650       ----      ----      40'5A     ----      40'5    -3'6                   44'3                       1
4700       ----      ----      45'3A     ----      45'4    -3'5                   49'1                    1317
4750       ----      ----      50'2A     ----      50'2    -3'6                   54'0
4800       ----      ----      55'0A     ----      55'2    -3'6                   59'0                     614
4850       ----      ----      59'7A     ----      60'1    -3'6                   63'7                     251
4900       ----      ----      64'7A     ----      65'0    -3'6                   68'6                    1942
4950       ----      ----      69'6A     ----      70'0    -3'6                   73'6
5000       ----      ----      74'6A     ----      74'7    -3'7                   78'6                     912
5050       ----      ----      79'5A     ----      79'7    -3'6                   83'5
5100       ----      ----      84'5A     ----      84'7    -3'6                   88'5                     793
5150       ----      ----      89'5A     ----      89'7    -3'6                   93'5
5200       ----      ----      94'5A     ----      94'7    -3'6          10       98'5                     216
5250       ----      ----     100'0A     ----      99'6    -3'7                  103'5                       6
5300       ----      ----     105'5A     ----     104'6    -3'7                  108'5                     295
5350       ----      ----     111'1A     ----     109'6    -3'7                  113'5
5400       ----      ----     115'5A     ----     114'6    -3'6                  118'4                     233
5450       ----      ----     120'7A     ----     119'6    -3'6                  123'4
5500       ----      ----     125'7A     ----     124'6    -3'6                  128'4                     991
5600       ----      ----     135'7A     ----     134'6    -3'6                  138'4                     165
5700       ----      ----     145'5A     ----     144'6    -3'6                  148'4                      24
5800       ----      ----     155'7A     ----     154'6    -3'6                  158'4                      32
5900       ----      ----     165'5A     ----     164'6    -3'6                  168'4                     131
6000       ----      ----     175'7A     ----     174'6    -3'6                  178'4                     263
6100       ----      ----     186'1A     ----     184'6    -3'6                  188'4
6200       ----      ----     195'7A     ----     194'6    -3'6                  198'4
6300       ----      ----     206'4A     ----     204'6    -3'6                  208'4
6400       ----      ----     216'1A     ----     214'6    -3'6                  218'4
6500       ----      ----     226'4A     ----     224'6    -3'6                  228'4                     367
6600       ----      ----      ----      ----     234'6    -3'6                  238'4
6700       ----      ----      ----      ----     244'6    -3'6                  248'4                      20
6800       ----      ----      ----      ----     254'6    -3'6                  258'4
6900       ----      ----      ----      ----     264'6    -3'6                  268'4
7000       ----      ----      ----      ----     274'6    -3'6                  278'4                     100
7100       ----      ----      ----      ----     284'6    -3'6                  288'4
7200       ----      ----      ----      ----     294'6    -3'6                  298'4
7300       ----      ----      ----      ----     304'6    -3'6                  308'4
7400       ----      ----      ----      ----     314'6    -3'6                  318'4
7500       ----      ----      ----      ----     324'6    -3'6                  328'4
7600       ----      ----      ----      ----     334'6    -3'6                  338'4
7700       ----      ----      ----      ----     344'6    -3'6                  348'4
7800       ----      ----      ----      ----     354'6    -3'6                  358'4
7900       ----      ----      ----      ----     364'6    -3'6                  368'4
8000       ----      ----      ----      ----     374'6    -3'6                  378'4
8100       ----      ----      ----      ----     384'6    -3'6                  388'4
8200       ----      ----      ----      ----     394'6    -3'6                  398'4
8300       ----      ----      ----      ----     404'6    -3'6                  408'4
8400       ----      ----      ----      ----     414'6    -3'6                  418'4
8500       ----      ----      ----      ----     424'6    -3'6                  428'4
8600       ----      ----      ----      ----     434'6    -3'6                  438'4
8700       ----      ----      ----      ----     444'6    -3'6                  448'4
8800       ----      ----      ----      ----     454'6    -3'6                  458'4
9500       ----      ----      ----      ----     524'6    -3'6                  528'4
10000      ----      ----      ----      ----     574'6    -3'6                  578'4
WZ APR18 Wheat Options PUT
3250       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3350       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1    UNCH                     '1
3450       ----      ----      ----      ----        '1    UNCH                     '1
3500       ----      ----      ----      ----        '1    UNCH                     '1
3550       ----      ----      ----      ----        '1    UNCH                     '1
3600       ----      ----      ----      ----        '1    UNCH                     '1
3650       ----      ----      ----      ----        '1    UNCH                     '1                       1
3700       ----      ----      ----      ----        '1    UNCH                     '1           1           1
3750       ----      ----      ----      ----        '1    UNCH                     '1                       3
3800       ----      ----      ----      ----        '2    UNCH                     '2           3           4
3850       ----      ----      ----      ----        '3    UNCH                     '3                      22
3900       ----      ----      ----      ----        '4     -'1                     '5           3          54
3950       ----      ----        '6A     ----        '5     -'2                     '7                      59
4000        1'1       1'1       1'0A     ----       1'0     -'3           3        1'3           3          27
4050        1'6       1'6       1'4      ----       1'3     -'5           6        2'0          14          34
4100        2'4       2'5B      2'2A     ----       2'1     -'6          11        2'7           1          60
4150        3'4       3'6       3'1      ----       3'0    -1'0          86        4'0          10          42
4200        5'0       5'3B      4'4A     ----       4'3    -1'2          63        5'5          11         149
4250        6'7       7'3B      6'0      ----       6'1    -1'4          41        7'5                     212
4300        8'6       9'6B      8'1      ----       8'1    -1'7          46       10'0           2         205
4350       11'1      12'3B     10'5      ----      10'5    -2'1          21       12'6                     216
4400       14'3      15'4B     13'4      ----      13'4    -2'2          99       15'6          21         626
4450       17'1      18'6B     16'6A     ----      16'5    -2'4          29       19'1                     135
4500       ----      ----      20'1A     ----      19'7    -2'7                   22'6                      11
4550       ----      ----      23'6A     ----      23'4    -3'0                   26'4
4600       ----      ----      27'5A     ----      27'3    -3'1                   30'4
4650       ----      ----      31'6A     ----      31'4    -3'1                   34'5
4700       ----      ----      35'7A     ----      35'5    -3'3                   39'0
4750       ----      ----      40'2A     ----      40'0    -3'3                   43'3
4800       ----      ----      44'6A     ----      44'4    -3'3                   47'7
4850       ----      ----      49'2A     ----      49'1    -3'3                   52'4
4900       ----      ----      54'2A     ----      53'6    -3'3                   57'1
4950       ----      ----      59'0A     ----      58'3    -3'4                   61'7
5000       ----      ----      63'6A     ----      63'1    -3'4                   66'5
5050       ----      ----      68'4A     ----      67'7    -3'5                   71'4
5100       ----      ----      73'3A     ----      72'6    -3'5                   76'3                       3
5150       ----      ----      78'2A     ----      77'4    -3'6                   81'2                       2
5200       ----      ----      83'1A     ----      82'3    -3'6                   86'1
5250       ----      ----      88'0A     ----      87'2    -3'6                   91'0
5300       ----      ----      92'7A     ----      92'1    -3'7                   96'0                       2
5350       ----      ----      98'1A     ----      97'1    -3'6                  100'7
5400       ----      ----     103'1A     ----     102'0    -3'7                  105'7
5450       ----      ----     108'0A     ----     107'0    -3'6                  110'6
5500       ----      ----     113'0A     ----     111'7    -3'7                  115'6
5550       ----      ----     118'0A     ----     116'7    -3'7                  120'6
5600       ----      ----     123'0A     ----     121'7    -3'7                  125'6
WZ MAY18 Wheat Options PUT
2100       ----      ----      ----      ----        '1    UNCH                     '1
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1
3300       ----      ----      ----      ----        '1    UNCH                     '1                       6
3400       ----      ----      ----      ----        '1    UNCH                     '1                     238
3500       ----      ----      ----      ----        '1    UNCH                     '1                       6
3600       ----      ----      ----      ----        '1    UNCH                     '1          15        2661
3700       ----      ----      ----      ----        '3    UNCH                     '3                     185
3800         '6        '6        '5      ----        '5     -'1           3         '6           3         358
3900       ----      ----       1'3A     ----       1'2     -'2                    1'4          12         426
4000        2'3       2'7       2'3      ----       2'3     -'4          89        2'7          34        3220
4100        4'5       5'1B      4'4      ----       4'3     -'7         169        5'2         398        1178
4200        7'6       8'5B      7'5      ----       7'4    -1'3         118        8'7          55        2151
4300       12'7      13'4B     12'1      ----      11'7    -1'7         177       13'6         319        1309
4400       18'0      19'3B     17'3      ----      17'3    -2'2          55       19'5           8        1011
4500       24'5      26'1B     23'7      ----      23'6    -2'6          13       26'4          11         976
4600       ----      ----      31'3A     ----      31'0    -3'0                   34'0                    1172
4700       ----      ----      39'1A     ----      38'7    -3'1                   42'0                     197
4800       ----      ----      47'4A     ----      47'1    -3'3                   50'4                     327
4900       ----      ----      56'1A     ----      55'7    -3'3                   59'2                     109
5000       ----      ----      65'2A     ----      64'7    -3'4                   68'3                     130
5100       ----      ----      74'4A     ----      74'1    -3'4                   77'5                      39
5200       ----      ----      84'2A     ----      83'4    -3'5          10       87'1                      19
5300       ----      ----      93'6A     ----      93'1    -3'5                   96'6                      15
5400       ----      ----     103'4A     ----     102'6    -3'6                  106'4                      50
5500       ----      ----     113'2A     ----     112'4    -3'6                  116'2                      24
5600       ----      ----     123'5A     ----     122'3    -3'5                  126'0                      19
5700       ----      ----     133'4A     ----     132'1    -3'6                  135'7
5800       ----      ----     143'3A     ----     142'0    -3'6                  145'6                       7
5900       ----      ----     153'2A     ----     152'0    -3'5                  155'5                      50
6000       ----      ----     163'2A     ----     161'7    -3'6                  165'5                       3
6100       ----      ----     173'1A     ----     171'7    -3'6                  175'5                     100
6200       ----      ----     183'1A     ----     181'6    -3'6                  185'4                       2
6300       ----      ----     193'1A     ----     191'6    -3'6                  195'4
6400       ----      ----     203'1A     ----     201'6    -3'6                  205'4
6500       ----      ----     213'5A     ----     211'6    -3'6                  215'4
6600       ----      ----     223'1A     ----     221'6    -3'6                  225'4
6700       ----      ----     233'3A     ----     231'6    -3'6                  235'4
6800       ----      ----     243'3A     ----     241'6    -3'6                  245'4
6900       ----      ----     253'1A     ----     251'6    -3'6                  255'4
7000       ----      ----     263'1A     ----     261'6    -3'6                  265'4                     345
7100       ----      ----     273'3A     ----     271'6    -3'6                  275'4
7200       ----      ----     283'3A     ----     281'6    -3'6                  285'4
7300       ----      ----     293'1A     ----     291'6    -3'6                  295'4
7400       ----      ----     303'1A     ----     301'6    -3'6                  305'4
7500       ----      ----     313'1A     ----     311'6    -3'6                  315'4
7600       ----      ----     323'5A     ----     321'6    -3'6                  325'4
7700       ----      ----     333'3A     ----     331'6    -3'6                  335'4
7800       ----      ----     343'3A     ----     341'6    -3'6                  345'4
7900       ----      ----     353'1A     ----     351'6    -3'6                  355'4
8000       ----      ----     363'1A     ----     361'6    -3'6                  365'4
8100       ----      ----     373'1A     ----     371'6    -3'6                  375'4
8200       ----      ----     383'5A     ----     381'6    -3'6                  385'4
8300       ----      ----     393'3A     ----     391'6    -3'6                  395'4
8400       ----      ----     403'3A     ----     401'6    -3'6                  405'4
8500       ----      ----     413'5A     ----     411'6    -3'6                  415'4
8600       ----      ----     423'1A     ----     421'6    -3'6                  425'4
8700       ----      ----     433'1A     ----     431'6    -3'6                  435'4
8800       ----      ----     443'1A     ----     441'6    -3'6                  445'4
8900       ----      ----     453'6A     ----     451'6    -3'6                  455'4
9000       ----      ----     463'7A     ----     461'6    -3'6                  465'4
10000      ----      ----     563'5A     ----     561'6    -3'6                  565'4
WZ JLY18 Wheat Options PUT
2200       ----      ----      ----      ----        '1    UNCH                     '1
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1                       1
3300       ----      ----      ----      ----        '1    UNCH                     '1
3400       ----      ----      ----      ----        '1     -'1                     '2                    2000
3500       ----      ----      ----      ----        '2     -'1                     '3                     319
3600       ----      ----      ----      ----        '4     -'1                     '5                     164
3700       ----      ----        '7A     ----        '7     -'1                    1'0                      77
3800       ----      ----       1'4A     ----       1'4     -'2                    1'6           1        2123
3900        2'3       2'4B      2'3      ----       2'3     -'3           1        2'6          51         135
4000       ----      ----       3'6A     ----       3'6     -'5                    4'3           7        1842
4100        6'1       6'2       5'5      ----       5'7     -'7           4        6'6          63        1586
4200        9'2       9'4B      8'6      ----       8'6    -1'1          72        9'7          40        1374
4300       13'2      13'5B     12'3      ----      12'4    -1'3           4       13'7          57        1722
4400       17'3      18'4B     17'1A     ----      17'0    -1'6          51       18'6           4         803
4500       23'4      24'1B     22'5      ----      22'3    -2'0          27       24'3          21        2129
4600       ----      ----      28'6A     ----      28'4    -2'2          27       30'6                    2839
4700       ----      ----      35'4A     ----      35'1    -2'4                   37'5                     456
4800       ----      ----      42'7A     ----      42'4    -2'5          20       45'1           3         498
4900       ----      ----      50'4A     ----      50'1    -2'7                   53'0                    1406
5000       ----      ----      58'5A     ----      58'2    -3'0                   61'2                    1305
5100       ----      ----      67'0A     ----      66'6    -3'0                   69'6                     144
5200       ----      ----      75'5A     ----      75'3    -3'1                   78'4                     838
5300       ----      ----      84'4A     ----      84'2    -3'2                   87'4                     151
5400       ----      ----      93'5A     ----      93'3    -3'2                   96'5                     113
5500       ----      ----     102'7A     ----     102'4    -3'3                  105'7                     248
5600       ----      ----     112'1A     ----     111'7    -3'3                  115'2                      49
5700       ----      ----     121'6A     ----     121'3    -3'3                  124'6           1           8
5800       ----      ----     131'2A     ----     130'7    -3'4                  134'3                      13
5900       ----      ----     140'7A     ----     140'4    -3'4                  144'0                      32
6000       ----      ----     150'5A     ----     150'1    -3'4                  153'5           1         536
6100       ----      ----     161'2A     ----     159'7    -3'4                  163'3
6200       ----      ----     171'0A     ----     169'6    -3'3                  173'1
6300       ----      ----     180'6A     ----     179'4    -3'3                  182'7
6400       ----      ----     190'5A     ----     189'3    -3'3                  192'6
6500       ----      ----     200'4A     ----     199'2    -3'3                  202'5
6600       ----      ----     210'3A     ----     209'1    -3'3                  212'4
6700       ----      ----     220'3A     ----     219'0    -3'4                  222'4
6800       ----      ----     230'2A     ----     229'0    -3'3                  232'3
6900       ----      ----     240'2A     ----     238'7    -3'4                  242'3
7000       ----      ----     250'1A     ----     248'7    -3'4                  252'3
7100       ----      ----     260'1A     ----     258'7    -3'3                  262'2
7200       ----      ----     270'3A     ----     268'6    -3'4                  272'2
7300       ----      ----     280'3A     ----     278'6    -3'4                  282'2
7400       ----      ----     290'7A     ----     288'6    -3'4                  292'2
7500       ----      ----     300'5A     ----     298'6    -3'4                  302'2                       1
7600       ----      ----     310'1A     ----     308'6    -3'4                  312'2
7700       ----      ----     320'1A     ----     318'6    -3'4                  322'2
7800       ----      ----     330'3A     ----     328'6    -3'4                  332'2
7900       ----      ----     340'3A     ----     338'6    -3'4                  342'2
8000       ----      ----     350'7A     ----     348'6    -3'4                  352'2
8100       ----      ----     360'5A     ----     358'6    -3'4                  362'2
8200       ----      ----     370'1A     ----     368'6    -3'4                  372'2
8300       ----      ----     380'1A     ----     378'6    -3'4                  382'2
8400       ----      ----     390'3A     ----     388'6    -3'4                  392'2
8500       ----      ----     400'3A     ----     398'6    -3'4                  402'2
8600       ----      ----     410'3A     ----     408'6    -3'4                  412'2
8700       ----      ----     420'7A     ----     418'6    -3'4                  422'2
8800       ----      ----     430'7A     ----     428'6    -3'4                  432'2
8900       ----      ----     440'1A     ----     438'6    -3'4                  442'2
9000       ----      ----     450'1A     ----     448'6    -3'4                  452'2
