,name,symbol,date,open,high,low,settle,volume
2947,CBOT 30-year US Treasury Bond Futures #1 (US1),US,2019-11-04,160.625,160.8125,159.28125,159.46875,240561
2948,CBOT 30-year US Treasury Bond Futures #1 (US1),US,2019-11-05,159.625,159.625,157.78125,157.875,321332
2949,CBOT 30-year US Treasury Bond Futures #1 (US1),US,2019-11-06,157.96875,159.15625,157.96875,158.96875,301487
2950,CBOT 30-year US Treasury Bond Futures #1 (US1),US,2019-11-07,158.59375,159.0,155.8125,156.65625,505894
2951,CBOT 30-year US Treasury Bond Futures #1 (US1),US,2019-11-08,156.65625,157.21875,156.03125,156.40625,327561
3424,CBOT Corn Futures #2 (C2),C,2015-11-16,513.5,515.75,512.25,514.5,24693
3425,CBOT Corn Futures #2 (C2),C,2015-11-17,514.5,516.5,512.25,515.25,36796
3426,CBOT Corn Futures #2 (C2),C,2015-11-18,514.75,517.0,512.5,515.25,44476
3427,CBOT Corn Futures #2 (C2),C,2015-11-19,515.25,518.5,513.5,517.5,36950
3428,CBOT Corn Futures #2 (C2),C,2015-11-20,516.75,519.5,515.75,517.25,32193
3429,CBOT Corn Futures #2 (C2),C,2015-11-23,516.5,520.5,514.0,520.25,32199
3430,CBOT Corn Futures #2 (C2),C,2015-11-24,519.75,520.0,516.25,516.5,25978
3431,CBOT Corn Futures #2 (C2),C,2015-11-25,516.5,520.25,516.5,520.0,24868
3432,CBOT Corn Futures #2 (C2),C,2015-11-27,518.75,519.75,514.25,514.75,20671
3433,CBOT Corn Futures #2 (C2),C,2015-11-30,514.25,521.5,514.0,519.75,31551
3434,CBOT Corn Futures #2 (C2),C,2015-12-01,519.75,522.75,518.25,521.0,22776
3435,CBOT Corn Futures #2 (C2),C,2015-12-02,520.75,521.0,517.25,517.75,19958
3436,CBOT Corn Futures #2 (C2),C,2015-12-03,517.5,525.25,515.25,524.5,23868
3437,CBOT Corn Futures #2 (C2),C,2015-12-04,524.25,529.25,523.75,529.0,19330
3438,CBOT Corn Futures #2 (C2),C,2015-12-07,528.25,529.5,520.25,520.5,22372
3439,CBOT Corn Futures #2 (C2),C,2015-12-08,521.0,522.75,520.0,521.0,23172
3440,CBOT Corn Futures #2 (C2),C,2015-12-09,521.0,526.5,518.0,521.0,38084
3441,CBOT Corn Futures #2 (C2),C,2015-12-10,521.0,526.75,519.75,526.0,26424
3442,CBOT Corn Futures #2 (C2),C,2015-12-11,525.5,527.0,521.5,522.0,25605
3443,CBOT Corn Futures #2 (C2),C,2015-12-14,521.75,526.75,521.5,526.0,16104
3444,CBOT Corn Futures #2 (C2),C,2015-12-15,525.25,526.25,522.75,524.0,17880
3445,CBOT Corn Futures #2 (C2),C,2015-12-16,523.75,524.75,516.5,517.0,21380
3446,CBOT Corn Futures #2 (C2),C,2015-12-17,517.5,522.5,510.25,522.0,48859
3447,CBOT Corn Futures #2 (C2),C,2015-12-18,521.75,527.0,520.25,522.25,36222
3448,CBOT Corn Futures #2 (C2),C,2015-12-21,522.0,525.0,517.75,519.75,17931
3449,CBOT Corn Futures #2 (C2),C,2015-12-22,519.75,522.5,514.0,514.25,21983
3450,CBOT Corn Futures #2 (C2),C,2015-12-23,514.5,515.75,512.75,513.5,12569
3451,CBOT Corn Futures #2 (C2),C,2015-12-24,513.25,514.0,511.75,512.5,8797
3452,CBOT Corn Futures #2 (C2),C,2015-12-28,512.5,513.75,508.75,509.5,25143
3453,CBOT Corn Futures #2 (C2),C,2015-12-29,509.5,511.25,505.5,510.75,31491
3454,CBOT Corn Futures #2 (C2),C,2015-12-30,510.75,512.0,506.0,507.0,22587
3455,CBOT Corn Futures #2 (C2),C,2015-12-31,506.75,507.75,505.25,506.25,18921
3456,CBOT Corn Futures #2 (C2),C,2016-01-04,506.75,507.5,498.5,499.25,56522
3457,CBOT Corn Futures #2 (C2),C,2016-01-05,500.5,503.25,499.25,500.25,39515
3458,CBOT Corn Futures #2 (C2),C,2016-01-06,500.75,501.75,497.25,500.25,24857
3459,CBOT Corn Futures #2 (C2),C,2016-01-07,500.25,501.25,496.0,500.25,32912
3460,CBOT Corn Futures #2 (C2),C,2016-01-08,500.0,505.0,499.75,504.5,56074
3461,CBOT Corn Futures #2 (C2),C,2016-01-11,504.5,504.75,497.25,499.25,45725
3462,CBOT Corn Futures #2 (C2),C,2016-01-12,499.0,510.25,497.0,504.0,69799
3463,CBOT Corn Futures #2 (C2),C,2016-01-13,503.25,507.5,502.75,504.75,62041
3464,CBOT Corn Futures #2 (C2),C,2016-01-14,504.5,506.75,502.25,504.5,41126
3465,CBOT Corn Futures #2 (C2),C,2016-01-15,504.25,509.75,502.5,509.25,36895
3466,CBOT Corn Futures #2 (C2),C,2016-01-19,509.75,515.5,509.75,513.75,55910
3467,CBOT Corn Futures #2 (C2),C,2016-01-20,513.25,515.5,511.75,515.0,50369
3468,CBOT Corn Futures #2 (C2),C,2016-01-21,514.75,518.0,512.0,513.5,89777
3469,CBOT Corn Futures #2 (C2),C,2016-01-22,513.25,517.75,513.0,516.5,46353
3470,CBOT Corn Futures #2 (C2),C,2016-01-25,515.75,518.5,513.0,516.5,39268
3471,CBOT Corn Futures #2 (C2),C,2016-01-26,515.75,518.75,513.75,516.25,51286
3472,CBOT Corn Futures #2 (C2),C,2016-01-27,515.5,517.75,514.25,516.25,45791
3473,CBOT Corn Futures #2 (C2),C,2016-01-28,515.5,516.75,511.75,512.25,55230
3474,CBOT Corn Futures #2 (C2),C,2016-01-29,512.0,519.0,511.75,518.5,58112
3475,CBOT Corn Futures #2 (C2),C,2016-02-01,517.75,518.0,514.25,517.5,31861
3476,CBOT Corn Futures #2 (C2),C,2016-02-02,517.25,519.75,515.25,519.25,61896
3477,CBOT Corn Futures #2 (C2),C,2016-02-03,518.75,520.0,516.75,517.75,55065
3478,CBOT Corn Futures #2 (C2),C,2016-02-04,517.75,520.0,514.75,515.25,55062
3479,CBOT Corn Futures #2 (C2),C,2016-02-05,515.75,516.25,511.75,512.5,111038
3480,CBOT Corn Futures #2 (C2),C,2016-02-08,512.25,513.25,508.0,508.75,111522
3481,CBOT Corn Futures #2 (C2),C,2016-02-09,508.5,509.25,505.75,507.75,144230
3482,CBOT Corn Futures #2 (C2),C,2016-02-10,507.75,508.25,505.75,507.0,90999
3483,CBOT Corn Futures #2 (C2),C,2016-02-11,506.75,509.75,505.0,506.75,115785
3484,CBOT Corn Futures #2 (C2),C,2016-02-12,507.0,508.5,505.25,505.5,59835
3485,CBOT Corn Futures #2 (C2),C,2016-02-16,506.5,510.0,506.0,509.5,54729
3486,CBOT Corn Futures #2 (C2),C,2016-02-17,509.0,513.25,508.5,513.0,35336
3487,CBOT Corn Futures #2 (C2),C,2016-02-18,513.0,513.5,510.75,510.75,58853
3488,CBOT Corn Futures #2 (C2),C,2016-02-19,510.75,512.5,510.25,510.75,58384
3489,CBOT Corn Futures #2 (C2),C,2016-02-22,511.5,514.75,511.5,514.25,68032
3490,CBOT Corn Futures #2 (C2),C,2016-02-23,513.75,514.0,508.5,509.0,43119
3491,CBOT Corn Futures #2 (C2),C,2016-02-24,509.0,509.75,505.75,507.0,56997
3492,CBOT Corn Futures #2 (C2),C,2016-02-25,506.75,508.5,502.25,502.75,52143
3493,CBOT Corn Futures #2 (C2),C,2016-02-26,502.75,503.5,499.5,501.25,42833
3494,CBOT Corn Futures #2 (C2),C,2016-02-29,501.0,503.25,498.5,498.75,46466
3495,CBOT Corn Futures #2 (C2),C,2016-03-01,498.75,500.5,497.0,497.25,56141
3496,CBOT Corn Futures #2 (C2),C,2016-03-02,497.25,499.0,496.5,497.75,33768
3497,CBOT Corn Futures #2 (C2),C,2016-03-03,497.25,499.25,496.0,498.25,44326
3498,CBOT Corn Futures #2 (C2),C,2016-03-04,498.0,502.5,497.75,500.5,63553
3499,CBOT Corn Futures #2 (C2),C,2016-03-07,502.5,504.25,500.75,501.75,59955
3500,CBOT Corn Futures #2 (C2),C,2016-03-08,501.25,504.75,498.75,502.75,59175
3501,CBOT Corn Futures #2 (C2),C,2016-03-09,502.25,503.5,499.5,501.5,41138
3502,CBOT Corn Futures #2 (C2),C,2016-03-10,501.25,505.25,500.0,504.5,59522
3503,CBOT Corn Futures #2 (C2),C,2016-03-11,503.25,506.75,503.25,506.5,28103
3504,CBOT Corn Futures #2 (C2),C,2016-03-14,507.0,511.0,507.0,510.5,42573
3505,CBOT Corn Futures #2 (C2),C,2016-03-15,509.5,511.0,508.0,510.5,26556
3506,CBOT Corn Futures #2 (C2),C,2016-03-16,509.5,510.5,507.75,510.25,29487
3507,CBOT Corn Futures #2 (C2),C,2016-03-17,510.0,513.75,508.0,510.0,67907
3508,CBOT Corn Futures #2 (C2),C,2016-03-18,509.5,510.75,507.5,508.75,20331
3509,CBOT Corn Futures #2 (C2),C,2016-03-21,508.25,511.5,507.5,511.25,24842
3510,CBOT Corn Futures #2 (C2),C,2016-03-22,510.75,513.5,510.5,511.75,48284
3511,CBOT Corn Futures #2 (C2),C,2016-03-23,511.0,511.75,507.5,510.25,37584
3512,CBOT Corn Futures #2 (C2),C,2016-03-24,510.0,511.5,508.5,511.5,42090
3513,CBOT Corn Futures #2 (C2),C,2016-03-28,511.0,513.5,509.0,511.75,36254
3514,CBOT Corn Futures #2 (C2),C,2016-03-29,511.5,514.25,509.75,514.25,59709
3515,CBOT Corn Futures #2 (C2),C,2016-03-30,514.0,515.25,508.0,508.5,69299
3516,CBOT Corn Futures #2 (C2),C,2016-03-31,508.25,508.75,488.5,492.75,198628
3517,CBOT Corn Futures #2 (C2),C,2016-04-01,493.0,495.0,488.25,494.75,119971
3518,CBOT Corn Futures #2 (C2),C,2016-04-04,494.5,495.25,491.5,494.75,77215
3519,CBOT Corn Futures #2 (C2),C,2016-04-05,495.0,497.0,493.75,497.0,104699
3520,CBOT Corn Futures #2 (C2),C,2016-04-06,496.75,498.75,495.25,497.75,82384
3521,CBOT Corn Futures #2 (C2),C,2016-04-07,497.5,501.5,497.5,501.0,165699
3522,CBOT Corn Futures #2 (C2),C,2016-04-08,500.75,502.25,498.5,502.0,136267
3523,CBOT Corn Futures #2 (C2),C,2016-04-11,501.75,502.0,495.75,496.5,31570
3524,CBOT Corn Futures #2 (C2),C,2016-04-12,496.5,503.5,496.25,502.0,45972
3525,CBOT Corn Futures #2 (C2),C,2016-04-13,501.75,513.0,501.5,513.0,53014
3526,CBOT Corn Futures #2 (C2),C,2016-04-14,512.0,514.5,510.0,513.5,42723
3527,CBOT Corn Futures #2 (C2),C,2016-04-15,512.5,518.25,511.5,516.25,45842
3528,CBOT Corn Futures #2 (C2),C,2016-04-18,512.25,520.5,512.25,518.75,57081
3529,CBOT Corn Futures #2 (C2),C,2016-04-19,517.75,525.0,517.5,524.25,52695
3530,CBOT Corn Futures #2 (C2),C,2016-04-20,524.0,534.25,522.5,533.25,53067
3531,CBOT Corn Futures #2 (C2),C,2016-04-21,532.25,540.5,522.25,523.25,54366
3532,CBOT Corn Futures #2 (C2),C,2016-04-22,522.25,522.5,508.5,509.5,38685
3533,CBOT Corn Futures #2 (C2),C,2016-04-25,509.0,523.25,506.5,516.25,35793
3534,CBOT Corn Futures #2 (C2),C,2016-04-26,516.25,523.25,513.75,522.75,28829
3535,CBOT Corn Futures #2 (C2),C,2016-04-27,522.5,522.75,517.0,519.5,31211
3536,CBOT Corn Futures #2 (C2),C,2016-04-28,518.25,527.75,517.0,524.5,38693
3537,CBOT Corn Futures #2 (C2),C,2016-04-29,524.0,527.75,521.25,525.75,21107
3538,CBOT Corn Futures #2 (C2),C,2016-05-02,524.75,526.75,518.75,526.25,20850
3539,CBOT Corn Futures #2 (C2),C,2016-05-03,526.0,528.75,512.75,515.5,40427
3540,CBOT Corn Futures #2 (C2),C,2016-05-04,515.5,517.75,512.5,513.0,41650
3541,CBOT Corn Futures #2 (C2),C,2016-05-05,513.0,515.5,508.0,509.75,34008
3542,CBOT Corn Futures #2 (C2),C,2016-05-06,509.75,514.25,509.25,513.5,29518
3543,CBOT Corn Futures #2 (C2),C,2016-05-09,514.25,516.5,504.25,505.0,35089
3544,CBOT Corn Futures #2 (C2),C,2016-05-10,504.75,521.25,504.0,516.75,56761
3545,CBOT Corn Futures #2 (C2),C,2016-05-11,516.5,519.25,511.25,514.25,53471
3546,CBOT Corn Futures #2 (C2),C,2016-05-12,514.5,526.0,514.5,525.75,41633
3547,CBOT Corn Futures #2 (C2),C,2016-05-13,525.0,527.75,521.75,527.25,40022
3548,CBOT Corn Futures #2 (C2),C,2016-05-16,527.0,530.25,523.25,530.0,32378
3549,CBOT Corn Futures #2 (C2),C,2016-05-17,528.5,534.5,527.5,533.75,45942
3550,CBOT Corn Futures #2 (C2),C,2016-05-18,533.5,536.75,530.75,536.25,39988
3551,CBOT Corn Futures #2 (C2),C,2016-05-19,534.25,534.25,521.75,526.5,43694
3552,CBOT Corn Futures #2 (C2),C,2016-05-20,526.5,532.75,525.5,530.75,48710
3553,CBOT Corn Futures #2 (C2),C,2016-05-23,530.25,535.25,527.0,533.75,33407
3554,CBOT Corn Futures #2 (C2),C,2016-05-24,533.25,538.75,530.5,534.0,41807
3555,CBOT Corn Futures #2 (C2),C,2016-05-25,532.75,541.5,532.25,541.25,54816
3556,CBOT Corn Futures #2 (C2),C,2016-05-26,540.5,545.25,536.5,544.5,80836
3557,CBOT Corn Futures #2 (C2),C,2016-05-27,543.75,548.75,542.5,548.25,57504
3558,CBOT Corn Futures #2 (C2),C,2016-05-31,547.5,548.25,540.0,540.75,66475
3559,CBOT Corn Futures #2 (C2),C,2016-06-01,540.25,549.5,537.25,549.0,53701
3560,CBOT Corn Futures #2 (C2),C,2016-06-02,549.0,553.75,548.0,549.75,86594
3561,CBOT Corn Futures #2 (C2),C,2016-06-03,548.0,554.25,545.75,553.75,63496
3562,CBOT Corn Futures #2 (C2),C,2016-06-06,554.5,563.5,554.25,563.0,71487
3563,CBOT Corn Futures #2 (C2),C,2016-06-07,561.75,564.75,558.75,564.5,134779
3564,CBOT Corn Futures #2 (C2),C,2016-06-08,564.0,576.0,563.5,568.75,169006
3565,CBOT Corn Futures #2 (C2),C,2016-06-09,566.5,567.5,561.0,564.5,125906
3566,CBOT Corn Futures #2 (C2),C,2016-06-10,564.0,574.75,558.25,561.5,136765
3567,CBOT Corn Futures #2 (C2),C,2016-06-13,568.0,577.5,566.5,570.75,187731
3568,CBOT Corn Futures #2 (C2),C,2016-06-14,570.25,577.75,563.5,577.25,138489
3569,CBOT Corn Futures #2 (C2),C,2016-06-15,576.0,579.25,569.5,570.25,126353
3570,CBOT Corn Futures #2 (C2),C,2016-06-16,566.75,571.75,562.0,566.5,134772
3571,CBOT Corn Futures #2 (C2),C,2016-06-17,565.75,579.75,564.25,579.5,140463
3572,CBOT Corn Futures #2 (C2),C,2016-06-20,577.0,577.25,563.75,564.5,152134
3573,CBOT Corn Futures #2 (C2),C,2016-06-21,563.5,565.75,539.5,539.5,219867
3574,CBOT Corn Futures #2 (C2),C,2016-06-22,539.0,543.75,533.75,534.75,141707
3575,CBOT Corn Futures #2 (C2),C,2016-06-23,533.5,534.25,526.0,528.5,143634
3576,CBOT Corn Futures #2 (C2),C,2016-06-24,528.75,531.25,513.25,525.0,190724
3577,CBOT Corn Futures #2 (C2),C,2016-06-27,524.75,532.5,523.0,525.0,142804
3578,CBOT Corn Futures #2 (C2),C,2016-06-28,522.5,537.5,521.75,525.0,140479
3579,CBOT Corn Futures #2 (C2),C,2016-06-29,525.75,527.0,513.25,513.75,163667
3580,CBOT Corn Futures #2 (C2),C,2016-06-30,516.25,518.5,496.0,502.0,308508
3581,CBOT Corn Futures #2 (C2),C,2016-07-01,504.0,505.75,496.5,497.75,164916
3582,CBOT Corn Futures #2 (C2),C,2016-07-05,490.75,493.75,478.75,488.75,193648
3583,CBOT Corn Futures #2 (C2),C,2016-07-06,488.25,490.0,476.75,479.0,173971
3584,CBOT Corn Futures #2 (C2),C,2016-07-07,480.5,491.25,478.25,479.25,177253
3585,CBOT Corn Futures #2 (C2),C,2016-07-08,480.25,493.75,479.75,493.25,166681
3586,CBOT Corn Futures #2 (C2),C,2016-07-11,497.75,498.75,482.0,486.25,172205
3587,CBOT Corn Futures #2 (C2),C,2016-07-12,487.0,493.5,480.75,491.0,188089
3588,CBOT Corn Futures #2 (C2),C,2016-07-13,492.0,506.25,490.5,500.5,188617
3589,CBOT Corn Futures #2 (C2),C,2016-07-14,500.25,510.75,494.0,495.75,29321
3590,CBOT Corn Futures #2 (C2),C,2016-07-15,494.25,499.0,481.25,489.5,30281
3591,CBOT Corn Futures #2 (C2),C,2016-07-18,489.25,495.5,485.75,495.0,18560
3592,CBOT Corn Futures #2 (C2),C,2016-07-19,494.75,494.75,480.5,480.75,25981
3593,CBOT Corn Futures #2 (C2),C,2016-07-20,483.25,486.0,474.0,476.5,31704
3594,CBOT Corn Futures #2 (C2),C,2016-07-21,476.5,480.5,471.5,473.5,24318
3595,CBOT Corn Futures #2 (C2),C,2016-07-22,474.0,475.75,466.0,474.75,27850
3596,CBOT Corn Futures #2 (C2),C,2016-07-25,474.75,477.75,469.75,474.25,21310
3597,CBOT Corn Futures #2 (C2),C,2016-07-26,473.25,476.0,471.0,472.25,20023
3598,CBOT Corn Futures #2 (C2),C,2016-07-27,472.25,477.5,471.5,475.0,19212
3599,CBOT Corn Futures #2 (C2),C,2016-07-28,474.75,477.75,468.75,470.75,21209
3600,CBOT Corn Futures #2 (C2),C,2016-07-29,470.75,475.25,468.25,474.75,22655
3601,CBOT Corn Futures #2 (C2),C,2016-08-01,473.25,474.0,466.25,466.5,18670
3602,CBOT Corn Futures #2 (C2),C,2016-08-02,466.25,468.5,461.75,467.0,44400
3603,CBOT Corn Futures #2 (C2),C,2016-08-03,467.0,471.5,465.5,468.25,26141
3604,CBOT Corn Futures #2 (C2),C,2016-08-04,468.25,469.75,464.0,464.75,31655
3605,CBOT Corn Futures #2 (C2),C,2016-08-05,464.5,468.25,463.5,467.75,36354
3606,CBOT Corn Futures #2 (C2),C,2016-08-08,467.75,469.75,464.75,468.25,29694
3607,CBOT Corn Futures #2 (C2),C,2016-08-09,468.0,469.25,465.25,466.25,41951
3608,CBOT Corn Futures #2 (C2),C,2016-08-10,466.25,469.5,465.25,466.5,37905
3609,CBOT Corn Futures #2 (C2),C,2016-08-11,466.75,467.5,464.5,465.25,25399
3610,CBOT Corn Futures #2 (C2),C,2016-08-12,465.25,467.5,456.25,466.75,58182
3611,CBOT Corn Futures #2 (C2),C,2016-08-15,465.75,472.75,465.25,470.25,29176
3612,CBOT Corn Futures #2 (C2),C,2016-08-16,470.75,472.5,467.75,470.5,29080
3613,CBOT Corn Futures #2 (C2),C,2016-08-17,470.25,473.25,469.0,473.0,44919
3614,CBOT Corn Futures #2 (C2),C,2016-08-18,472.5,476.0,469.25,475.0,30964
3615,CBOT Corn Futures #2 (C2),C,2016-08-19,475.5,477.25,473.25,476.75,35950
3616,CBOT Corn Futures #2 (C2),C,2016-08-22,476.25,476.75,473.0,475.5,22263
3617,CBOT Corn Futures #2 (C2),C,2016-08-23,475.25,475.25,468.25,470.25,26452
3618,CBOT Corn Futures #2 (C2),C,2016-08-24,470.25,472.25,467.75,469.25,32767
3619,CBOT Corn Futures #2 (C2),C,2016-08-25,469.0,470.25,464.0,465.25,34475
3620,CBOT Corn Futures #2 (C2),C,2016-08-26,465.25,466.75,457.5,457.75,32041
3621,CBOT Corn Futures #2 (C2),C,2016-08-29,458.0,460.0,453.25,454.25,30573
3622,CBOT Corn Futures #2 (C2),C,2016-08-30,454.25,455.25,448.75,449.0,47023
3623,CBOT Corn Futures #2 (C2),C,2016-08-31,449.25,452.5,448.25,449.25,48811
3624,CBOT Corn Futures #2 (C2),C,2016-09-01,449.25,458.75,448.75,457.5,46404
3625,CBOT Corn Futures #2 (C2),C,2016-09-02,457.5,463.25,457.5,461.75,36130
3626,CBOT Corn Futures #2 (C2),C,2016-09-06,461.0,462.5,456.5,462.0,26305
3627,CBOT Corn Futures #2 (C2),C,2016-09-07,460.75,467.25,459.75,466.25,45966
3628,CBOT Corn Futures #2 (C2),C,2016-09-08,466.75,471.75,465.75,471.75,34424
3629,CBOT Corn Futures #2 (C2),C,2016-09-09,471.25,475.5,467.75,474.75,38745
3630,CBOT Corn Futures #2 (C2),C,2016-09-12,474.25,477.0,469.75,473.25,36845
3631,CBOT Corn Futures #2 (C2),C,2016-09-13,473.25,475.0,463.25,464.0,34448
3632,CBOT Corn Futures #2 (C2),C,2016-09-14,464.0,466.25,460.25,465.75,23092
3633,CBOT Corn Futures #2 (C2),C,2016-09-15,465.25,468.75,461.5,463.5,38103
3634,CBOT Corn Futures #2 (C2),C,2016-09-16,463.25,471.5,461.0,470.5,37656
3635,CBOT Corn Futures #2 (C2),C,2016-09-19,470.25,473.25,465.75,470.75,25152
3636,CBOT Corn Futures #2 (C2),C,2016-09-20,469.75,475.75,468.75,474.0,23368
3637,CBOT Corn Futures #2 (C2),C,2016-09-21,472.75,474.0,471.25,473.25,23226
3638,CBOT Corn Futures #2 (C2),C,2016-09-22,472.5,474.5,468.25,470.0,19949
3639,CBOT Corn Futures #2 (C2),C,2016-09-23,469.5,471.75,467.25,469.5,51482
3640,CBOT Corn Futures #2 (C2),C,2016-09-26,467.25,469.5,461.75,462.25,37977
3641,CBOT Corn Futures #2 (C2),C,2016-09-27,462.25,465.5,460.5,465.0,22510
3642,CBOT Corn Futures #2 (C2),C,2016-09-28,464.75,465.5,462.0,462.25,13572
3643,CBOT Corn Futures #2 (C2),C,2016-09-29,462.75,466.5,461.25,462.25,15884
3644,CBOT Corn Futures #2 (C2),C,2016-09-30,462.25,470.5,458.25,469.75,36819
3645,CBOT Corn Futures #2 (C2),C,2016-10-03,469.25,480.75,468.25,479.0,44564
3646,CBOT Corn Futures #2 (C2),C,2016-10-04,478.25,482.25,476.5,481.5,24640
3647,CBOT Corn Futures #2 (C2),C,2016-10-05,481.0,482.5,478.25,480.75,28226
3648,CBOT Corn Futures #2 (C2),C,2016-10-06,480.25,480.75,471.5,473.5,29761
3649,CBOT Corn Futures #2 (C2),C,2016-10-07,473.75,477.5,472.5,472.75,51366
3650,CBOT Corn Futures #2 (C2),C,2016-10-10,472.5,477.5,472.25,476.5,22727
3651,CBOT Corn Futures #2 (C2),C,2016-10-11,476.0,479.75,474.25,478.5,46241
3652,CBOT Corn Futures #2 (C2),C,2016-10-12,477.75,481.25,469.75,470.25,42809
3653,CBOT Corn Futures #2 (C2),C,2016-10-13,470.5,483.0,470.5,482.75,44122
3654,CBOT Corn Futures #2 (C2),C,2016-10-14,482.25,491.5,482.0,487.0,81936
3655,CBOT Corn Futures #2 (C2),C,2016-10-17,485.75,490.5,483.25,487.25,41601
3656,CBOT Corn Futures #2 (C2),C,2016-10-18,487.0,490.5,484.5,486.75,31809
3657,CBOT Corn Futures #2 (C2),C,2016-10-19,486.25,491.25,484.0,490.5,48111
3658,CBOT Corn Futures #2 (C2),C,2016-10-20,490.25,492.25,482.25,484.0,39877
3659,CBOT Corn Futures #2 (C2),C,2016-10-21,484.0,486.75,483.25,485.5,41776
3660,CBOT Corn Futures #2 (C2),C,2016-10-24,484.25,487.0,479.25,481.25,44936
3661,CBOT Corn Futures #2 (C2),C,2016-10-25,481.0,485.25,480.0,482.25,28126
3662,CBOT Corn Futures #2 (C2),C,2016-10-26,482.0,488.0,482.0,486.5,58385
3663,CBOT Corn Futures #2 (C2),C,2016-10-27,486.0,490.5,484.25,489.5,71085
3664,CBOT Corn Futures #2 (C2),C,2016-10-28,489.25,489.75,485.75,486.5,42973
3665,CBOT Corn Futures #2 (C2),C,2016-10-31,486.25,489.25,483.5,486.0,68278
3666,CBOT Corn Futures #2 (C2),C,2016-11-01,485.5,486.0,478.75,481.0,77218
3667,CBOT Corn Futures #2 (C2),C,2016-11-02,480.5,482.5,476.75,478.75,99993
3668,CBOT Corn Futures #2 (C2),C,2016-11-03,478.25,481.25,477.25,480.25,44458
3669,CBOT Corn Futures #2 (C2),C,2016-11-04,480.25,481.75,477.75,480.75,45247
3670,CBOT Corn Futures #2 (C2),C,2016-11-07,480.25,481.5,477.25,478.5,107184
3671,CBOT Corn Futures #2 (C2),C,2016-11-08,478.25,488.5,477.5,486.0,172723
3672,CBOT Corn Futures #2 (C2),C,2016-11-09,484.25,486.75,472.5,473.0,143026
3673,CBOT Corn Futures #2 (C2),C,2016-11-10,473.5,478.75,472.25,475.25,159409
3674,CBOT Corn Futures #2 (C2),C,2016-11-11,475.0,476.75,471.0,472.5,25150
3675,CBOT Corn Futures #2 (C2),C,2016-11-14,472.5,473.25,467.25,468.5,26151
3676,CBOT Corn Futures #2 (C2),C,2016-11-15,468.0,473.0,467.0,472.5,33136
3677,CBOT Corn Futures #2 (C2),C,2016-11-16,472.5,474.0,469.25,469.5,21509
3678,CBOT Corn Futures #2 (C2),C,2016-11-17,469.75,473.75,468.5,472.5,31398
3679,CBOT Corn Futures #2 (C2),C,2016-11-18,472.25,476.75,471.25,476.0,28979
3680,CBOT Corn Futures #2 (C2),C,2016-11-21,475.75,480.5,475.25,480.25,26522
3681,CBOT Corn Futures #2 (C2),C,2016-11-22,479.75,482.25,476.25,481.5,33949
3682,CBOT Corn Futures #2 (C2),C,2016-11-23,481.0,482.25,477.0,482.0,33020
3683,CBOT Corn Futures #2 (C2),C,2016-11-25,481.0,482.0,480.25,481.25,29231
3684,CBOT Corn Futures #2 (C2),C,2016-11-28,481.5,485.25,479.0,481.5,35552
3685,CBOT Corn Futures #2 (C2),C,2016-11-29,480.75,481.0,471.75,472.5,41137
3686,CBOT Corn Futures #2 (C2),C,2016-11-30,472.5,476.25,471.0,471.75,28202
3687,CBOT Corn Futures #2 (C2),C,2016-12-01,472.0,473.0,465.25,466.0,25424
3688,CBOT Corn Futures #2 (C2),C,2016-12-02,467.25,470.75,466.25,470.25,34955
3689,CBOT Corn Futures #2 (C2),C,2016-12-05,470.5,482.5,470.25,482.25,42475
3690,CBOT Corn Futures #2 (C2),C,2016-12-06,480.75,486.5,480.25,483.25,33037
3691,CBOT Corn Futures #2 (C2),C,2016-12-07,482.0,483.25,479.0,480.75,20857
3692,CBOT Corn Futures #2 (C2),C,2016-12-08,480.25,482.75,473.0,476.25,32630
3693,CBOT Corn Futures #2 (C2),C,2016-12-09,477.0,482.5,474.0,482.25,25597
3694,CBOT Corn Futures #2 (C2),C,2016-12-12,482.0,483.5,478.75,483.25,19450
3695,CBOT Corn Futures #2 (C2),C,2016-12-13,483.0,487.25,482.0,483.75,23534
3696,CBOT Corn Futures #2 (C2),C,2016-12-14,483.5,484.75,481.0,484.5,18592
3697,CBOT Corn Futures #2 (C2),C,2016-12-15,484.5,485.5,478.75,479.25,22493
3698,CBOT Corn Futures #2 (C2),C,2016-12-16,478.75,481.5,476.25,479.0,26494
3699,CBOT Corn Futures #2 (C2),C,2016-12-19,479.0,479.5,474.25,476.0,14890
3700,CBOT Corn Futures #2 (C2),C,2016-12-20,476.0,476.25,472.25,473.0,23463
3701,CBOT Corn Futures #2 (C2),C,2016-12-21,472.75,473.75,469.75,470.0,22615
3702,CBOT Corn Futures #2 (C2),C,2016-12-22,470.0,470.75,468.75,470.0,22016
3703,CBOT Corn Futures #2 (C2),C,2016-12-23,470.0,470.25,468.0,468.5,22189
3704,CBOT Corn Futures #2 (C2),C,2016-12-27,469.0,478.25,469.0,477.25,24925
3705,CBOT Corn Futures #2 (C2),C,2016-12-28,476.0,477.0,469.75,470.75,25070
3706,CBOT Corn Futures #2 (C2),C,2016-12-29,470.5,473.0,469.75,471.75,19936
3707,CBOT Corn Futures #2 (C2),C,2016-12-30,471.5,474.5,469.75,473.5,32014
